id,title,description,complete,creation_date
981,Estudiar Angular,Revisar las últimas actualizaciones de Angular,False,2023-06-29 18:52:25
982,Llamar al médico,"Limpiar la sala, cocina y baño",True,2023-08-11 18:52:25
983,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-07-01 18:52:25
984,Cocinar la cena,Compra los artículos de la lista,True,2023-12-08 18:52:25
985,Revisar el coche,Programa una cita para el chequeo anual,False,2024-06-06 18:52:25
986,Ir al supermercado,Preparar una cena saludable,False,2023-09-27 18:52:25
987,Ir al supermercado,Programa una cita para el chequeo anual,True,2024-01-12 18:52:25
988,Pagar las facturas,Programa una cita para el chequeo anual,True,2023-06-14 18:52:25
989,Cocinar la cena,Revisar las últimas actualizaciones de Angular,True,2023-12-26 18:52:25
990,Revisar el coche,Pagar las facturas de servicios públicos,False,2023-09-03 18:52:25
991,Ir al supermercado,Leer al menos un capítulo del libro,True,2023-08-20 18:52:25
992,Llamar al médico,Llevar el coche al taller para revisión,True,2024-06-09 18:52:25
993,Pagar las facturas,Leer al menos un capítulo del libro,False,2023-11-05 18:52:25
994,Hacer ejercicio,Programa una cita para el chequeo anual,False,2024-04-11 18:52:25
995,Llamar al médico,Pagar las facturas de servicios públicos,True,2023-11-30 18:52:25
996,Pagar las facturas,Pagar las facturas de servicios públicos,True,2023-12-06 18:52:25
997,Revisar el coche,Preparar una cena saludable,False,2024-04-23 18:52:25
998,Enviar correo a Juan,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-02-22 18:52:25
999,Llamar al médico,Leer al menos un capítulo del libro,False,2024-03-12 18:52:25
1000,Ir al supermercado,Llevar el coche al taller para revisión,False,2023-11-22 18:52:25
